county,state,2020 Democrat vote raw,2020 Republican vote raw,Population with less than 9th grade education,"Population with 9th to 12th grade education, no diploma",High School graduate and equivalent,"Some College,No Degree",Associates Degree,Bachelors Degree,Graduate or professional degree,Gini Index,Mean income (dollars),Density per square km,Total Population,Hispanic or Latino percentage,NH-White percentage,NH-Black percentage,"Percentage engaged in Management, business, science, and arts occupations",Percentage engaged in Service Occupations,Percentage engaged in Sales and Office,Percentage engaged in Resources and Construction,Percentage engaged in Transportation,Label (County),Label (State)
Lenoir County,northcarolina,13605,14590,5.4,12.6,33.3,20.8,13.0,10.4,4.6,0.4673,60.635,53.28,55122,7.92,48.22,39.97,28.49,19.33,16.48,12.98,22.73,Republican,Republican
Lincoln County,northcarolina,13274,36341,3.3,6.9,30.2,21.9,11.6,18.6,7.5,0.4571,76.763,114.76,86810,7.39,82.55,5.07,37.76,13.5,22.02,9.19,17.54,Republican,Republican
Macon County,northcarolina,6230,14211,4.1,6.4,31.9,23.0,10.1,16.0,8.4,0.4722,70.954,27.77,37014,9.45,85.2,0.68,32.03,22.47,21.09,12.72,11.68,Republican,Republican
Madison County,northcarolina,4901,7979,3.5,7.5,31.0,19.1,6.6,21.1,11.1,0.4839,79.896,18.39,21193,3.53,90.75,0.93,39.37,19.19,13.87,15.7,11.88,Republican,Republican
Martin County,northcarolina,5911,6532,5.8,12.2,30.4,23.7,12.4,11.2,4.3,0.4352,58.379,18.6,22031,4.06,52.33,40.25,29.46,24.56,17.71,10.89,17.38,Republican,Republican
McDowell County,northcarolina,5832,16883,4.1,9.8,34.4,20.9,12.9,12.4,5.5,0.4413,70.427,39.17,44578,6.61,84.77,3.83,28.1,15.59,16.87,11.47,27.97,Republican,Republican
Mecklenburg County,northcarolina,378107,179211,4.7,4.4,16.4,18.6,8.2,31.0,16.8,0.4923,76.763,822.48,1115482,15.23,44.71,29.12,47.21,13.52,21.37,6.69,11.21,Democrat,Republican
Mitchell County,northcarolina,1867,7090,3.7,6.5,29.8,27.0,11.0,13.8,8.3,0.4733,72.863,26.16,14903,4.7,90.68,0.34,34.41,19.93,15.72,11.85,18.08,Republican,Republican
Montgomery County,northcarolina,4327,8411,4.9,11.2,33.9,19.1,11.2,13.2,6.5,0.4749,75.815,20.3,25751,15.24,64.09,16.28,29.78,19.8,16.31,13.99,20.12,Republican,Republican
Moore County,northcarolina,20779,36764,2.8,4.4,20.8,20.0,12.2,23.6,16.3,0.4474,76.763,55.77,99727,7.39,75.6,10.57,40.94,20.99,19.24,8.66,10.15,Republican,Republican
Nash County,northcarolina,25947,25827,4.2,9.3,32.6,20.2,11.8,15.3,6.7,0.4549,77.266,67.88,94970,7.71,48.77,38.62,33.0,17.22,20.64,10.18,18.96,Democrat,Republican
New Hanover County,northcarolina,66138,63331,2.4,4.1,19.1,20.2,10.8,28.3,15.1,0.4852,97.277,458.16,225702,7.66,74.06,11.95,43.43,18.14,21.57,8.14,8.73,Democrat,Republican
Northampton County,northcarolina,6069,3989,5.7,10.8,34.0,20.5,11.2,10.8,7.0,0.4946,66.018,12.61,17471,2.02,39.12,55.23,28.87,19.51,20.61,11.54,19.47,Democrat,Republican
Onslow County,northcarolina,24266,46078,2.3,5.6,29.7,26.1,10.6,17.6,8.0,0.4196,76.084,103.2,204576,13.51,63.3,13.17,34.04,19.01,23.01,12.14,11.8,Republican,Republican
Orange County,northcarolina,63594,20176,3.0,3.6,12.7,11.9,7.2,27.6,34.1,0.5142,76.763,141.72,148696,10.63,64.92,10.47,59.63,14.96,14.53,5.32,5.56,Democrat,Republican
Pamlico County,northcarolina,2713,4849,3.2,6.7,31.6,24.4,9.6,12.4,12.0,0.479,78.395,14.13,12276,4.04,74.16,16.74,27.75,17.09,19.2,18.67,17.29,Republican,Republican
Pasquotank County,northcarolina,9832,9770,3.2,7.1,28.5,25.2,9.9,17.2,8.9,0.4412,80.52,68.84,40568,5.51,53.19,35.29,33.8,17.35,22.11,10.83,15.91,Democrat,Republican
Pender County,northcarolina,11723,21956,3.1,6.6,28.1,22.7,10.8,19.2,9.4,0.4355,93.195,27.29,60203,8.28,73.78,12.53,36.78,17.33,19.87,13.18,12.84,Republican,Republican
Perquimans County,northcarolina,2492,4903,3.8,9.8,32.3,25.7,8.8,10.9,8.7,0.3959,73.754,20.39,13005,2.38,71.76,20.65,30.72,19.02,21.31,13.81,15.14,Republican,Republican
Person County,northcarolina,8465,13184,3.6,7.9,35.3,23.5,12.1,12.7,4.9,0.4464,77.763,38.51,39097,5.61,64.28,25.27,33.26,16.91,19.24,12.68,17.9,Republican,Republican
Pitt County,northcarolina,47252,38982,3.6,6.2,24.6,19.7,12.8,20.0,13.2,0.4788,76.312,101.32,170243,7.62,51.01,35.13,40.91,18.79,19.9,6.7,13.7,Democrat,Republican
Polk County,northcarolina,4518,7689,2.2,5.1,26.6,21.7,11.2,21.4,11.9,0.4624,81.177,31.74,19328,5.31,86.49,3.56,34.46,17.88,22.17,12.7,12.8,Republican,Republican
Randolph County,northcarolina,15618,56894,5.8,10.2,35.1,22.0,10.1,11.9,4.9,0.4279,72.112,71.27,144171,13.21,75.16,5.96,29.26,15.79,20.71,9.69,24.54,Republican,Republican
Richmond County,northcarolina,8754,11830,5.7,11.6,31.0,22.4,12.1,10.7,6.6,0.4699,58.581,35.17,42946,7.15,54.98,29.74,29.82,18.75,17.41,13.2,20.82,Republican,Republican
Robeson County,northcarolina,19020,27806,6.8,14.9,33.7,19.8,10.2,9.5,5.1,0.5047,57.841,47.92,116530,10.09,25.02,22.5,27.29,19.29,17.67,14.85,20.89,Republican,Republican
Rockingham County,northcarolina,15992,31301,5.0,11.3,35.0,22.7,10.5,10.6,4.9,0.461,68.574,62.26,91096,6.68,70.49,18.23,28.29,17.64,20.33,12.9,20.85,Republican,Republican
Rowan County,northcarolina,23114,49297,4.3,8.3,33.2,22.5,11.2,14.6,5.9,0.4501,78.418,110.99,146875,10.85,68.18,15.48,31.79,16.62,17.85,13.05,20.69,Republican,Republican
Rutherford County,northcarolina,9135,24891,4.5,9.6,30.9,23.7,11.5,13.0,6.8,0.4697,69.897,44.17,64444,5.1,80.73,9.06,28.87,20.19,18.23,11.53,21.18,Republican,Republican
Sampson County,northcarolina,10966,17411,7.0,10.4,36.0,20.7,11.0,10.4,4.5,0.4621,67.874,24.21,59036,20.75,50.36,23.62,28.42,15.27,18.62,17.39,20.3,Republican,Republican
Scotland County,northcarolina,7186,7473,3.3,14.4,35.2,22.2,10.4,9.1,5.4,0.5042,61.126,41.4,34174,3.24,41.69,38.32,26.01,18.61,18.26,8.95,28.18,Republican,Republican
Stanly County,northcarolina,8129,25458,4.4,9.6,32.8,22.0,12.4,13.2,5.5,0.454,80.127,61.3,62504,4.94,77.83,11.2,30.0,16.94,19.51,14.28,19.27,Republican,Republican
Stokes County,northcarolina,5286,20142,4.1,8.4,38.2,22.5,10.6,10.5,5.6,0.4397,75.02,38.41,44520,3.27,88.97,3.64,30.37,17.86,19.1,12.82,19.86,Republican,Republican
Surry County,northcarolina,8721,27538,7.0,11.0,29.2,22.8,11.8,12.2,6.0,0.4808,72.597,51.78,71359,11.91,80.96,3.38,30.01,16.18,21.81,11.59,20.4,Republican,Republican
Swain County,northcarolina,2780,4161,4.5,10.4,32.6,21.1,10.3,12.5,8.6,0.4472,71.082,10.34,14117,4.19,60.5,0.72,30.08,32.08,15.47,13.99,8.38,Republican,Republican
Transylvania County,northcarolina,8444,11636,1.8,4.4,24.0,23.1,9.6,23.8,13.3,0.4497,81.444,33.81,32986,5.15,86.53,3.11,37.34,21.04,21.35,10.69,9.57,Republican,Republican
Tyrrell County,northcarolina,758,1044,4.4,18.3,37.6,20.5,7.0,7.8,4.4,0.4035,59.662,3.35,3245,8.38,57.9,28.78,30.93,25.34,14.92,20.42,8.39,Republican,Republican
Union County,northcarolina,48725,80382,3.9,5.6,22.9,20.1,9.0,25.5,13.0,0.4464,76.763,146.52,238267,12.64,67.62,11.12,45.0,12.78,21.02,9.39,11.8,Republican,Republican
Vance County,northcarolina,12431,8391,5.0,10.3,35.2,22.8,8.8,12.2,5.6,0.458,65.186,65.0,42578,8.73,38.15,49.51,29.94,20.66,20.38,8.46,20.57,Democrat,Republican
